username|to|text|retweets|favorites|replies|id|permalink|author_id|date|formatted_date|mentions|hashtags|geo|urls
EnriquedeJessH1|IGecuador|Espero de todo corazón que todos estén bien. No sé si ha sido #Temblor muy fuerte #Terremoto o #Sismo en #Peru y #Ecuador. Pero espero que ustedes y sus seres queridos estén a salvo.|1|6|0|1132564600677904384|https://twitter.com/EnriquedeJessH1/status/1132564600677904384|1059676539154063361|2019-05-26 08:30:17+00:00|Sun May 26 08:30:17 +0000 2019||#Temblor #Terremoto #Sismo #Peru #Ecuador||
ESPECIGEST|None|#SISMO   de 7.2 en Loreto se sintió en Lima y otras ciudades de #Peru, incluso en otros países, como Ecuador y Colombia. #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResiliente #Georiesgos #EGpic.twitter.com/Mtw6k6J8Nc|0|4|0|1132564494641717251|https://twitter.com/ESPECIGEST/status/1132564494641717251|1592035789|2019-05-26 08:29:52+00:00|Sun May 26 08:29:52 +0000 2019||#SISMO #Peru #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResiliente #Georiesgos #EGpic||
rrodaso27|None|Extraño a Alan diciendo que todo está bien después de un temblor. #temblor #sismo #terremoto #Loreto #Peru|1|4|0|1132564115833139200|https://twitter.com/rrodaso27/status/1132564115833139200|120004962|2019-05-26 08:28:21+00:00|Sun May 26 08:28:21 +0000 2019||#temblor #sismo #terremoto #Loreto #Peru||
Brincala|None|Gringos dicen que fue de 8 grados #Temblor #sismo #Loreto #iquitos #Amazonas #peru #terremoto pic.twitter.com/6Be2h9xNmz|2|0|0|1132562018630799360|https://twitter.com/Brincala/status/1132562018630799360|3824182216|2019-05-26 08:20:01+00:00|Sun May 26 08:20:01 +0000 2019||#Temblor #sismo #Loreto #iquitos #Amazonas #peru #terremoto||
earthquakevt|None|This earthquake was felt in #Peru, #Brazil ( #Brasil), #Ecuador and #Colombia. Also felt in #Lima, #Guayaquil, #Quito and #Bogotá. There is NO threat #tsunami. Did you feel this earthquake?, Tell us!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto, #tremor, #séisme.|65|102|22|1132561880764047360|https://twitter.com/earthquakevt/status/1132561880764047360|352358792|2019-05-26 08:19:29+00:00|Sun May 26 08:19:29 +0000 2019||#Peru #Brazil #Brasil #Ecuador #Colombia #Lima #Guayaquil #Quito #Bogotá #tsunami #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto #tremor #séisme||
EnriquedeJessH1|CalatoPerro|Espero de todo corazón que todos estén bien. No sé si ha sido temblor muuuy fuerte o terremoto en algún lado, pero espero que ustedes y sus seres queridos estén a salvo. #Terremoto #Peru #Temblor #Sismo #Ecuador|1|28|2|1132561617097564160|https://twitter.com/EnriquedeJessH1/status/1132561617097564160|1059676539154063361|2019-05-26 08:18:26+00:00|Sun May 26 08:18:26 +0000 2019||#Terremoto #Peru #Temblor #Sismo #Ecuador||
drjaimeintriago|None|Todos los terremotos del 1901 hasta el 2000 #terremoto #Sismo #Temblor #TerremotoEnPerú #Zamora #ecuador #Perúpic.twitter.com/MGe8IyBJhz|56|72|0|1132561444267003905|https://twitter.com/drjaimeintriago/status/1132561444267003905|360375982|2019-05-26 08:17:44+00:00|Sun May 26 08:17:44 +0000 2019||#terremoto #Sismo #Temblor #TerremotoEnPerú #Zamora #ecuador #Perúpic||
washy2050|None|- Perú 7.2 - Ecuador 7.7 - Colombia 8.2 #Terremoto #Sismo #Temblor|43|51|4|1132561087474425856|https://twitter.com/washy2050/status/1132561087474425856|2777715775|2019-05-26 08:16:19+00:00|Sun May 26 08:16:19 +0000 2019||#Terremoto #Sismo #Temblor||
hapinto2|None|#Temblor de 8,0 sacude Ecuador, Perú, Colombia y Brasil -Epicentro en la localidad peruana de #Lagunas https://es.rt.com/6rsz #Yantzaza #Zamora #terremoto #sismo pic.twitter.com/f491LWMrSf|4|4|0|1132560941533585408|https://twitter.com/hapinto2/status/1132560941533585408|418461860|2019-05-26 08:15:45+00:00|Sun May 26 08:15:45 +0000 2019||#Temblor #Lagunas #Yantzaza #Zamora #terremoto #sismo||https://es.rt.com/6rsz
Seismological|None|El #USGS (Servicio Geológico de Gringolandia) Informa: #Sismo #Temblor #Terremoto Magnitud :8.0 a 80 km Sur Este de Lagunas, #Perú Profundidad: 115.0 km 2019-05-26 - 02:41:14 HL https://earthquake.usgs.gov/earthquakes/eventpage/pt19146001/executive …pic.twitter.com/Dp4NKjUixN|23|28|1|1132560301180760064|https://twitter.com/Seismological/status/1132560301180760064|570572732|2019-05-26 08:13:12+00:00|Sun May 26 08:13:12 +0000 2019||#USGS #Sismo #Temblor #Terremoto #Perú||https://earthquake.usgs.gov/earthquakes/eventpage/pt19146001/executive
poliantea|None|#loultimo #temblor #informacion #peru #loreto #terremoto #latinoamerica #colombia #ecuador #venezuela #brasil #argentina #sismo #poliantea #sudamerica|0|0|0|1132559508104994816|https://twitter.com/poliantea/status/1132559508104994816|924837614829670401|2019-05-26 08:10:03+00:00|Sun May 26 08:10:03 +0000 2019||#loultimo #temblor #informacion #peru #loreto #terremoto #latinoamerica #colombia #ecuador #venezuela #brasil #argentina #sismo #poliantea #sudamerica||
MadameTempestad|indeciperu|Lo primero: despejen líneas, no sean como mis parientes, que lo primero que hicieron fue reventarnos el teléfono #temblor #terremoto #sismo https://twitter.com/indeciperu/status/1132553888849125376 …|5|20|2|1132559340060127232|https://twitter.com/MadameTempestad/status/1132559340060127232|20282000|2019-05-26 08:09:23+00:00|Sun May 26 08:09:23 +0000 2019||#temblor #terremoto #sismo||https://twitter.com/indeciperu/status/1132553888849125376
pedro_mendez_d|None|A las 3:51 am acaba de temblar en Caracas. Y al parecer en varias partes al norte de Suramérica. En Perú se reporta un sismo de más de 7.5 grados. Atentos en la parroquia Leoncio Martinez por ser altamente sísmica. #Temblor #Sismo #Terremoto|78|72|12|1132559152855826432|https://twitter.com/pedro_mendez_d/status/1132559152855826432|91911519|2019-05-26 08:08:38+00:00|Sun May 26 08:08:38 +0000 2019||#Temblor #Sismo #Terremoto||
jonni23|None|#Temblor #Sismo #Terremoto #Earthquake Así estamos todos en #Perú - #Colombia #Bogota - #Ecuador a éstas horas de la noche! #cali #temblopic.twitter.com/pBYBEvUJZZ|9|21|2|1132558665834225664|https://twitter.com/jonni23/status/1132558665834225664|52738393|2019-05-26 08:06:42+00:00|Sun May 26 08:06:42 +0000 2019||#Temblor #Sismo #Terremoto #Earthquake #Perú #Colombia #Bogota #Ecuador #cali #temblopic||
earthquakevt|None|#Perú: Un gran terremoto de magnitud Mww=8.0, se registró a 80 KM al SE de #Lagunas, departamento de #Loreto. Tuvo una profundidad de 115 KM. [UPDATE]. More info: https://on.doi.gov/2HCASME ¿Sintió el sismo?, ¡cuéntanos! #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/GAhRGoA2Kw|37|27|4|1132558414968688640|https://twitter.com/earthquakevt/status/1132558414968688640|352358792|2019-05-26 08:05:42+00:00|Sun May 26 08:05:42 +0000 2019||#Perú #Lagunas #Loreto #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://on.doi.gov/2HCASME
TornadoVideos_|None|https://weathernews.video/m-8-0-earthquake-temblor-felt-in-pucallpa-peru-05-26-2019/ … M 8.0 Earthquake (Temblor) felt in Pucallpa, Peru - 05 26 2019 #Earthquake #Peru #Terremoto #Sismo #Temblor|4|5|1|1132557733440446464|https://twitter.com/TornadoVideos_/status/1132557733440446464|1029446229221167105|2019-05-26 08:03:00+00:00|Sun May 26 08:03:00 +0000 2019||#Earthquake #Peru #Terremoto #Sismo #Temblor||https://weathernews.video/m-8-0-earthquake-temblor-felt-in-pucallpa-peru-05-26-2019/
fprtvn|fprtvn|#temblor #sismo #igp #terremoto #peruhttps://twitter.com/fprtvn/status/1132553237083463681 …|0|0|0|1132557655157956608|https://twitter.com/fprtvn/status/1132557655157956608|35366649|2019-05-26 08:02:41+00:00|Sun May 26 08:02:41 +0000 2019||#temblor #sismo #igp #terremoto #peruhttps||https://twitter.com/fprtvn/status/1132553237083463681
jonni23|None|#Sismo #temblor #Terremoto #Earthquake #Bogota - Perú Evento Sísmico Internacional - Boletín Preliminar, 2019-05-26, 02:40 hora local. Magnitud 8.3. Más información: https://goo.gl/kuPqzX pic.twitter.com/ZdmkpSPmfi vía @sgcol|6|4|0|1132556450268631040|https://twitter.com/jonni23/status/1132556450268631040|52738393|2019-05-26 07:57:54+00:00|Sun May 26 07:57:54 +0000 2019|@sgcol|#Sismo #temblor #Terremoto #Earthquake #Bogota||https://goo.gl/kuPqzX
Turanistim|None|https://weathernews.video/video-7-5-earthquake-temblor-felt-in-cuenca-ecuador-05-26-2019/ … VIDEO: 7.5 Earthquake (Temblor) felt in Cuenca, Ecuador - 05 26 2019 #Temblor #Terremoto #Sismo #Earthquake #Peru #Ecuador|0|1|0|1132556424125538304|https://twitter.com/Turanistim/status/1132556424125538304|2217290208|2019-05-26 07:57:48+00:00|Sun May 26 07:57:48 +0000 2019||#Temblor #Terremoto #Sismo #Earthquake #Peru #Ecuador||https://weathernews.video/video-7-5-earthquake-temblor-felt-in-cuenca-ecuador-05-26-2019/
earthquakevt|None|#Perú: Un poderoso terremoto de magnitud Mw=7.5, se registró a 85 KM al SSE de #Lagunas, departamento de #Loreto. Tuvo una profundidad de 105 KM. [PRELIM.] Source: NEIC/PTWC. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/tzIBpMtsEc|184|190|33|1132556175176863749|https://twitter.com/earthquakevt/status/1132556175176863749|352358792|2019-05-26 07:56:48+00:00|Sun May 26 07:56:48 +0000 2019||#Perú #Lagunas #Loreto #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
eitbNoticias|None|#Terremoto de 7,6 grados en la escala Ritcher en #Perú https://www.eitb.eus/es/noticias/internacional/detalle/6432941/terremoto-peru-sismo-71-grados-escala-ritcher/ … #sismo #temblor|7|2|1|1132555983786512386|https://twitter.com/eitbNoticias/status/1132555983786512386|26728695|2019-05-26 07:56:03+00:00|Sun May 26 07:56:03 +0000 2019||#Terremoto #Perú #sismo #temblor||https://www.eitb.eus/es/noticias/internacional/detalle/6432941/terremoto-peru-sismo-71-grados-escala-ritcher/
ElLuchin1|None|Detalle del #Terremoto 8.0 #Intraplaca Que afecto a #Yurimaguas #Peru 26 Mayo E. Cuenca #Marañon Prof. Intermedia 135 Kms Falla de Tipo #Normal Placa de Nazca Ruptura en su Flexion #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic.twitter.com/WM9TPF2hdU|2|4|0|1133102790744711169|https://twitter.com/ElLuchin1/status/1133102790744711169|825103185723457537|2019-05-27 20:08:52+00:00|Mon May 27 20:08:52 +0000 2019||#Terremoto #Intraplaca #Yurimaguas #Peru #Marañon #Normal #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic||
ElLuchin1|None|Detalle del #Terremoto 8.0 #Intraplaca Que afecto a #Yurimaguas #Peru 26 Mayo E. Cuenca #Marañon Prof. Intermedia 135 Kms Falla de Tipo #Normal Placa de Nazca Ruptura en su Flexion #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic.twitter.com/Siv0rRCSwb|1|4|0|1133102195891740673|https://twitter.com/ElLuchin1/status/1133102195891740673|825103185723457537|2019-05-27 20:06:30+00:00|Mon May 27 20:06:30 +0000 2019||#Terremoto #Intraplaca #Yurimaguas #Peru #Marañon #Normal #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic||
francmolica|None|RT Nestor_Aguilera: IMPRESIONANTE: Momento del #terremoto #temblor #sismo en la Comisaría de #Yurimaguas , #Peru. La Policia decide abrir las celdas a los detenidos para preservar sus vidas.pic.twitter.com/InhIBAys9b|0|0|0|1132904719314300929|https://twitter.com/francmolica/status/1132904719314300929|3458047347|2019-05-27 07:01:48+00:00|Mon May 27 07:01:48 +0000 2019||#terremoto #temblor #sismo #Yurimaguas #Peru||
francmolica|None|RT Nestor_Aguilera: IMPRESIONANTE: Momento del #terremoto #temblor #sismo en la Comisaría de #Yurimaguas , #Peru. La Policia decide abrir las celdas a los detenidos para preservar sus vidas.pic.twitter.com/InhIBAys9b|0|0|0|1132904610006523904|https://twitter.com/francmolica/status/1132904610006523904|3458047347|2019-05-27 07:01:22+00:00|Mon May 27 07:01:22 +0000 2019||#terremoto #temblor #sismo #Yurimaguas #Peru||
RegalaSongPoem|None|#Terremoto de 8,0º #con #epicentro en #AltoAmazonas #Loreto se #reportó #hoy a #las 02:41:12 #horas y se #sintió en #Lima #Perú. La #naturaleza es #impredecible y #DefensaCivil es #tarea de #todos #INDECI #IGP #COEN #26Mayo #Sismo #Temblor #TerremotoEnPerú https://ganonatura.es.tl/Ganoterapia.htm|0|0|0|1132839995469979648|https://twitter.com/RegalaSongPoem/status/1132839995469979648|1455340075|2019-05-27 02:44:36+00:00|Mon May 27 02:44:36 +0000 2019||#Terremoto #con #epicentro #AltoAmazonas #Loreto #reportó #hoy #las #horas #sintió #Lima #Perú #naturaleza #impredecible #DefensaCivil #tarea #todos #INDECI #IGP #COEN #26Mayo #Sismo #Temblor #TerremotoEnPerú||https://ganonatura.es.tl/Ganoterapia.htm
ALFREDOMATT4|None|Temblor Sismo en Perú 2019 4 mitos sobre los Sismos https://youtu.be/w1Opturj1WY vía @YouTube #Peru #Colombia #Ecuador #Terremoto #Temblor #Sismo|1|0|0|1132818841707241472|https://twitter.com/ALFREDOMATT4/status/1132818841707241472|993931864514547713|2019-05-27 01:20:33+00:00|Mon May 27 01:20:33 +0000 2019|@YouTube|#Peru #Colombia #Ecuador #Terremoto #Temblor #Sismo||https://youtu.be/w1Opturj1WY
MadameTempestad|Sismos_Peru_IGP|¿Alguien sabe porqué los ajustes en la magnitud? #Sismo #Terremoto #Temblor https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314 …|0|0|0|1132816124956020738|https://twitter.com/MadameTempestad/status/1132816124956020738|20282000|2019-05-27 01:09:45+00:00|Mon May 27 01:09:45 +0000 2019||#Sismo #Terremoto #Temblor||https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314
ilustrador|None|#Sismo: A 59 años del megaterremoto más grande jamás Registrado: el #Terremoto de Valdivia Animación nos muestra cómo avanzó el #tsunami por todo el Pacífico #temblor #CuartoMilenio #Perú #Chile #Ecuadorpic.twitter.com/QUdVrp5zpd|57|57|3|1132809644521525255|https://twitter.com/ilustrador/status/1132809644521525255|15266528|2019-05-27 00:44:00+00:00|Mon May 27 00:44:00 +0000 2019||#Sismo #Terremoto #tsunami #temblor #CuartoMilenio #Perú #Chile #Ecuadorpic||
FilleAdorable1|None|Otros países en un temblor: La maleta, la llave, ¡cuidado! Perú: Amigos, hay temblor, ¡siganme antes que me muera! +Mil estados de WhatsApp :))) #earthquake #Temblor #temblorenLima #Terremoto #Sismo #peru|1|1|0|1133482086365638659|https://twitter.com/FilleAdorable1/status/1133482086365638659|929488606229561344|2019-05-28 21:16:03+00:00|Tue May 28 21:16:03 +0000 2019||#earthquake #Temblor #temblorenLima #Terremoto #Sismo #peru||
earthquakevt|None|#Perú: Un sismo débil de magnitud M3.7, se registró a 53 KM al WSW de #Huacho, departamento de #Lima. Tuvo una profundidad de 30 KM. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/6EWN18BFGe|7|11|0|1133454481973272577|https://twitter.com/earthquakevt/status/1133454481973272577|352358792|2019-05-28 19:26:21+00:00|Tue May 28 19:26:21 +0000 2019||#Perú #Huacho #Lima #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
479nea|None|Sismos en Lima, Callao y Arequipa en Perú golpean con minutos de diferencia https://codigooculto.com/2019/05/sismos-en-lima-callao-y-arequipa-en-peru-golpean-con-minutos-de-diferencia/ … #alertadeterremoto #arequipa #callao #earthquakealert #lima #movimientosismico #peru #sismo #sismoenperu #sismoperu #temblor #terremoto #terremotoenperu vía @codigoocultocom|0|1|0|1133436058451021824|https://twitter.com/479nea/status/1133436058451021824|721181418261495809|2019-05-28 18:13:09+00:00|Tue May 28 18:13:09 +0000 2019|@codigoocultocom|#alertadeterremoto #arequipa #callao #earthquakealert #lima #movimientosismico #peru #sismo #sismoenperu #sismoperu #temblor #terremoto #terremotoenperu||https://codigooculto.com/2019/05/sismos-en-lima-callao-y-arequipa-en-peru-golpean-con-minutos-de-diferencia/
earthquakevt|None|#Perú: Un sismo moderado de magnitud M4.6, se registró a 48 KM al SSE de #Pucallpa, departamento de #Ucayali. Tuvo una profundidad de 146 KM. [UPDATE]. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto, #tremor.pic.twitter.com/txTPRvdWy6|6|5|0|1133390692905115650|https://twitter.com/earthquakevt/status/1133390692905115650|352358792|2019-05-28 15:12:53+00:00|Tue May 28 15:12:53 +0000 2019||#Perú #Pucallpa #Ucayali #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto #tremor||
Cyberjuan|None|Comunidades afectadas en Loreto. #temblor #sismo #terremoto #tamarate #pucacuro #corina #charupa #santarosa #santaisabel #sanmanuel #perupic.twitter.com/KmXiAlV1vx|1|1|0|1133387469464985600|https://twitter.com/Cyberjuan/status/1133387469464985600|774058|2019-05-28 15:00:04+00:00|Tue May 28 15:00:04 +0000 2019||#temblor #sismo #terremoto #tamarate #pucacuro #corina #charupa #santarosa #santaisabel #sanmanuel #perupic||
earthquakevt|None|#Perú: Un sismo moderado de magnitud M4.9, se registró a 48 KM al SSE de #Pucallpa, departamento de #Ucayali. Tuvo una profundidad de 146 KM. [PRELIM.]. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto, #tremor.pic.twitter.com/lIVcZeiGJw|16|14|1|1133385845183008778|https://twitter.com/earthquakevt/status/1133385845183008778|352358792|2019-05-28 14:53:37+00:00|Tue May 28 14:53:37 +0000 2019||#Perú #Pucallpa #Ucayali #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto #tremor||
earthquakevt|Soiferhumor|Para que quede claro, el sismo registrado cerca de #Lima, esta madrugada, no es una réplica del terremoto de magnitud Mw=8.0, registrado el domingo en el norte de #Perú. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. https://twitter.com/Soiferhumor/status/1133218821681111040 …|8|8|1|1133349382861070337|https://twitter.com/earthquakevt/status/1133349382861070337|352358792|2019-05-28 12:28:44+00:00|Tue May 28 12:28:44 +0000 2019||#Lima #Perú #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://twitter.com/Soiferhumor/status/1133218821681111040
_JessGuzman_|None|Una semana movida #perúbonito Primero Loreto con magnitud 7,5 Richter Esta noche, algunos aún duermen Callao (lima) 4,8 Arequipa 5 #sismo #temblor #terremoto pic.twitter.com/CISEX7JRFk|0|0|0|1133302553012297729|https://twitter.com/_JessGuzman_/status/1133302553012297729|107353780|2019-05-28 09:22:39+00:00|Tue May 28 09:22:39 +0000 2019||#perúbonito #sismo #temblor #terremoto||
DespiertaPerua1|None|VES 88% en riesgo muy preocupante estas cifras por distritos, a tomarlo en cuenta #Temblor #temblorenLima #Sismo #Terremoto #Terremotoperupic.twitter.com/A6RsN54jlR|5|5|0|1133236822937690115|https://twitter.com/DespiertaPerua1/status/1133236822937690115|1114253184619503622|2019-05-28 05:01:27+00:00|Tue May 28 05:01:27 +0000 2019||#Temblor #temblorenLima #Sismo #Terremoto #Terremotoperupic||
ElLuchin1|None|Detalle del #Terremoto 8.0 #Intraplaca Que afecto a #Yurimaguas #Peru 26 Mayo E. Cuenca #Marañon Prof. Intermedia 135 Kms Falla de Tipo #Normal Placa de Nazca Ruptura en su Flexion #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic.twitter.com/eeuCHKbKkE|4|5|0|1133231791869972480|https://twitter.com/ElLuchin1/status/1133231791869972480|825103185723457537|2019-05-28 04:41:28+00:00|Tue May 28 04:41:28 +0000 2019||#Terremoto #Intraplaca #Yurimaguas #Peru #Marañon #Normal #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic||
ElLuchin1|None|Detalle del #Terremoto 8.0 #Intraplaca Que afecto a #Yurimaguas #Peru 26 Mayo E. Cuenca #Marañon Prof. Intermedia 135 Kms Falla de Tipo #Normal Placa de Nazca Ruptura en su Flexion #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic.twitter.com/eylcE6nNB2|2|4|0|1133223122428149760|https://twitter.com/ElLuchin1/status/1133223122428149760|825103185723457537|2019-05-28 04:07:01+00:00|Tue May 28 04:07:01 +0000 2019||#Terremoto #Intraplaca #Yurimaguas #Peru #Marañon #Normal #FelizLunes #Temblor #Earthquake #Sismo #Meteorito #Lluvia #MeLimpioyMeVoy #Patapic||
oladearena|None|anuma un temblor (resienlopubliko aunqe no se porqelopongo porquenadielobaaber #tenvlor #tenblor #temblor #TERREMOTO #sismo #aiuda #caca) @Sismos_Peru_IGPpic.twitter.com/dAKklbCYRl|0|0|1|1133222065958531078|https://twitter.com/oladearena/status/1133222065958531078|3818551823|2019-05-28 04:02:49+00:00|Tue May 28 04:02:49 +0000 2019|@Sismos_Peru_IGPpic|#tenvlor #tenblor #temblor #TERREMOTO #sismo #aiuda #caca||
earthquakevt|None|#Perú: Un sismo moderado de magnitud M5.0, se registró a 63 KM al SW de #Lomas, departamento de #Arequipa. Tuvo una profundidad de 24 KM. [PRELIM.]. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/GBqn92Asel|17|26|1|1133216872239894528|https://twitter.com/earthquakevt/status/1133216872239894528|352358792|2019-05-28 03:42:11+00:00|Tue May 28 03:42:11 +0000 2019||#Perú #Lomas #Arequipa #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
Camilita_evans|igp_peru|Ahora si sentí bien feo el #temblorenLima fue fuerte, pero a mi ex nunca lo sentí aún #temblor #Sismo #TerremotoEnPeru #terremoto|0|2|1|1133216018015444998|https://twitter.com/Camilita_evans/status/1133216018015444998|1013532290377506816|2019-05-28 03:38:47+00:00|Tue May 28 03:38:47 +0000 2019||#temblorenLima #temblor #Sismo #TerremotoEnPeru #terremoto||
vazycs|None|Perú, ya para de temblar pls pls pls #sismo #Temblor #Earthquake #terremoto #peru #breakingnews #noticia|0|2|0|1133214934987358209|https://twitter.com/vazycs/status/1133214934987358209|1042846648836218880|2019-05-28 03:34:29+00:00|Tue May 28 03:34:29 +0000 2019||#sismo #Temblor #Earthquake #terremoto #peru #breakingnews #noticia||
Camilita_evans|igp_peru|Ahora si sentí bien feo el #temblorenLima fue fuerte, pero a mi ex nunca lo sentí aún #temblor #Sismo #TerremotoEnPeru #terremoto|0|1|0|1133213237380603904|https://twitter.com/Camilita_evans/status/1133213237380603904|1013532290377506816|2019-05-28 03:27:44+00:00|Tue May 28 03:27:44 +0000 2019||#temblorenLima #temblor #Sismo #TerremotoEnPeru #terremoto||
Camilita_evans|Sismos_Peru_IGP|Ahora si sentí bien feo el #temblorenLima fue fuerte, pero a mi ex nunca lo sentí aún #temblor #Sismo #TerremotoEnPeru #terremoto|0|5|1|1133213003216805888|https://twitter.com/Camilita_evans/status/1133213003216805888|1013532290377506816|2019-05-28 03:26:48+00:00|Tue May 28 03:26:48 +0000 2019||#temblorenLima #temblor #Sismo #TerremotoEnPeru #terremoto||
policiacotb|None|#Perú: Un sismo moderado de magnitud M4.8, se registró a 65 KM al WSW de #Lima, departamento de #Lima. Tuvo una profundidad de 32 KM. [PRELIM.]. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/RPwaRxZabI|3|3|0|1133212586088906752|https://twitter.com/policiacotb/status/1133212586088906752|721343667563147264|2019-05-28 03:25:09+00:00|Tue May 28 03:25:09 +0000 2019||#Perú #Lima #Lima #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
earthquakevt|None|#Perú: Un sismo moderado de magnitud M4.8, se registró a 65 KM al WSW de #Lima, departamento de #Lima. Tuvo una profundidad de 32 KM. [PRELIM.]. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/dEIRZvYPcY|21|33|5|1133212007166042113|https://twitter.com/earthquakevt/status/1133212007166042113|352358792|2019-05-28 03:22:51+00:00|Tue May 28 03:22:51 +0000 2019||#Perú #Lima #Lima #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
washy2050|None|Perú 4.8 Callao #Terremoto #Sismo #Temblor|7|3|0|1133211911443685376|https://twitter.com/washy2050/status/1133211911443685376|2777715775|2019-05-28 03:22:28+00:00|Tue May 28 03:22:28 +0000 2019||#Terremoto #Sismo #Temblor||
earthquakevt|None|#Perú: Un sismo moderado de magnitud M5.0, se registró a 64 KM al NE de #Lagunas, departamento de #Loreto. Tuvo una profundidad de 140 KM. [PRELIM.]. Source: IGP. ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/T5QTSROLB2|8|9|0|1133884612168601600|https://twitter.com/earthquakevt/status/1133884612168601600|352358792|2019-05-29 23:55:32+00:00|Wed May 29 23:55:32 +0000 2019||#Perú #Lagunas #Loreto #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
RalphArmon|None|Los luchadores siempre nos reponemos a la adversidad, y los peruanos somos luchadores. FUERZA SELVA, FUERZA PERÚ #fuerza #peru #yurimaguas #selvaperuana #sismo #temblor #terremoto #desastre #prevención… https://www.instagram.com/p/ByCBj9DFsC8/?igshid=wm5ft78p00xt …|0|1|0|1133578248380719109|https://twitter.com/RalphArmon/status/1133578248380719109|841475732329156608|2019-05-29 03:38:09+00:00|Wed May 29 03:38:09 +0000 2019||#fuerza #peru #yurimaguas #selvaperuana #sismo #temblor #terremoto #desastre #prevención||https://www.instagram.com/p/ByCBj9DFsC8/?igshid=wm5ft78p00xt
edwardpeguero1|None|#earthquake #temblor #sismo #terremoto #japan #california #mexico #peru #Ecuador #Hawaii #volcano #italy #greece #iran #iraq #pakistan #nepal #taiwan #Alaska #NewZealand #lombok #indonesia #asia #philippines #etna #ElSalvador #peru https://youtu.be/cs8-tuxsUMk|0|0|0|1134103948552482819|https://twitter.com/edwardpeguero1/status/1134103948552482819|298314389|2019-05-30 14:27:06+00:00|Thu May 30 14:27:06 +0000 2019||#earthquake #temblor #sismo #terremoto #japan #california #mexico #peru #Ecuador #Hawaii #volcano #italy #greece #iran #iraq #pakistan #nepal #taiwan #Alaska #NewZealand #lombok #indonesia #asia #philippines #etna #ElSalvador #peru||https://youtu.be/cs8-tuxsUMk
